factor,direction,gamma,power,mean,min,max,neg,vals
turnover_z_20d,low,0.8,0.5,0.0800052135775837,0.03767864389544701,0.16569032859105473,0,"0.03781,0.06803,0.16569,0.03768,0.04439,0.07517,0.07271,0.08280,0.09905,0.09390,0.08098,0.10185"
trend_efficiency_20d,high,0.5,0.5,0.08000038730877461,0.03686977790737524,0.16665506269029853,0,"0.03687,0.06331,0.16666,0.04166,0.04612,0.07773,0.07270,0.08155,0.09738,0.09207,0.08099,0.10297"
ret_20d,high,1.2,1.0,0.07999031226978259,0.038518937046750114,0.16138090376472738,0,"0.03852,0.06379,0.16138,0.04061,0.04264,0.07935,0.07443,0.08510,0.09570,0.09574,0.08070,0.10192"
downside_vol_20d,low,2.0,2.0,0.07998548570932133,0.03684072578914773,0.16752719578205258,0,"0.03684,0.06611,0.16753,0.04225,0.04110,0.07581,0.07290,0.08186,0.09868,0.09345,0.08076,0.10254"
close_location_ma5,high,0.8,2.0,0.07997796746967502,0.03790145652568763,0.16508336120555953,0,"0.03790,0.06420,0.16508,0.03837,0.04432,0.07700,0.07332,0.08199,0.09787,0.09437,0.08251,0.10281"
trend_quality_20d,high,2.0,1.0,0.07995919888526454,0.0387444072938235,0.16285666429073206,0,"0.03874,0.06272,0.16286,0.04168,0.04211,0.07937,0.07341,0.08447,0.09678,0.09513,0.08008,0.10216"
amount_z_20d,low,0.8,0.5,0.07995587027640633,0.03709015054914786,0.16519701224621555,0,"0.03771,0.06831,0.16520,0.03709,0.04463,0.07486,0.07276,0.08282,0.09925,0.09400,0.08098,0.10187"
trend_quality_20d,high,1.2,2.0,0.0799554198406877,0.03756338725698689,0.1615922378325048,0,"0.03756,0.06455,0.16159,0.04197,0.04255,0.07883,0.07360,0.08440,0.09642,0.09569,0.08005,0.10226"
intraday_mean_5d,high,1.2,0.5,0.07995224034594077,0.03759626892810772,0.1663184473417375,0,"0.03760,0.06153,0.16632,0.04103,0.04263,0.07948,0.07309,0.08155,0.09614,0.09424,0.08384,0.10198"
vol_20d,low,1.2,0.5,0.0799394433524353,0.03609350338260567,0.1650883698820919,0,"0.03609,0.06490,0.16509,0.04460,0.04475,0.07470,0.07274,0.08224,0.09857,0.09269,0.08120,0.10169"
ret_5d,low,0.8,1.0,0.07992128919398843,0.037941494490200935,0.165004278088645,0,"0.03794,0.06997,0.16500,0.04089,0.04864,0.06613,0.07507,0.08264,0.09892,0.09341,0.08008,0.10034"
market_corr_60d,low,0.5,2.0,0.07991706207881559,0.03771589070677693,0.16276696234913682,0,"0.03772,0.06709,0.16277,0.04072,0.04449,0.07731,0.07377,0.08154,0.09802,0.09249,0.08086,0.10223"
residual_ret_20d,high,2.0,0.5,0.0798963320778522,0.03758538275462402,0.16229341143324602,0,"0.03759,0.06267,0.16229,0.04078,0.04306,0.07932,0.07308,0.08551,0.09713,0.09532,0.08110,0.10091"
market_corr_60d,low,0.5,1.0,0.07988282653046669,0.03757917912432839,0.16195634201698614,0,"0.03758,0.06663,0.16196,0.04074,0.04484,0.07759,0.07388,0.08153,0.09830,0.09265,0.08049,0.10240"
residual_ret_20d,high,1.2,1.0,0.07987927030750151,0.03717055109882709,0.16048405729346865,0,"0.03717,0.06375,0.16048,0.04067,0.04275,0.07936,0.07316,0.08545,0.09661,0.09612,0.08101,0.10202"
trend_efficiency_20d,high,0.5,2.0,0.0798744463594911,0.03701323697788311,0.1646499151381593,0,"0.03701,0.06519,0.16465,0.04216,0.04641,0.07666,0.07293,0.08183,0.09542,0.09304,0.08046,0.10275"
downside_vol_20d,low,1.2,1.0,0.07985586491836016,0.03661601519411304,0.16547763811606994,0,"0.03662,0.06718,0.16548,0.04257,0.04242,0.07573,0.07290,0.08186,0.09773,0.09337,0.08032,0.10209"
trend_efficiency_20d,high,0.5,1.0,0.07984043813552441,0.0367174503217283,0.16542868351901208,0,"0.03672,0.06347,0.16543,0.04200,0.04640,0.07730,0.07274,0.08168,0.09620,0.09256,0.08072,0.10287"
market_corr_60d,low,0.8,0.5,0.07980613435554994,0.03749986703225296,0.1611713915555592,0,"0.03750,0.06621,0.16117,0.04075,0.04507,0.07772,0.07393,0.08156,0.09835,0.09288,0.08003,0.10250"
obv_20d,high,1.2,1.0,0.07979508826780572,0.037307536269251776,0.1615946593745333,0,"0.03731,0.06397,0.16159,0.04096,0.04631,0.07878,0.07281,0.08324,0.09547,0.09249,0.08180,0.10282"
vol_20d,low,2.0,1.0,0.07979312029498932,0.03489548003537554,0.1661165270784966,0,"0.03490,0.06480,0.16612,0.04441,0.04389,0.07472,0.07283,0.08211,0.09704,0.09342,0.08112,0.10217"
turnover_z_20d,low,0.8,1.0,0.07978308724909774,0.03766116824665741,0.16633906962480446,0,"0.03766,0.06665,0.16634,0.03767,0.04390,0.07495,0.07257,0.08328,0.09889,0.09378,0.08074,0.10099"
amount_z_20d,low,0.8,2.0,0.07976133769960939,0.037343922809395455,0.16737494379507126,0,"0.03734,0.06527,0.16737,0.03848,0.04380,0.07630,0.07247,0.08302,0.09927,0.09333,0.08080,0.09968"
amount_z_20d,low,0.8,1.0,0.0797595088670624,0.037314762459679386,0.1656948337901083,0,"0.03753,0.06709,0.16569,0.03731,0.04419,0.07482,0.07264,0.08322,0.09916,0.09384,0.08072,0.10091"
obv_20d,high,2.0,0.5,0.07975583038846741,0.03693976519214975,0.16272792601938454,0,"0.03694,0.06346,0.16273,0.04098,0.04593,0.07876,0.07284,0.08280,0.09584,0.09180,0.08208,0.10293"
ret_5d,low,1.2,0.5,0.07974322318742466,0.03795983384599637,0.16317004188981643,0,"0.03796,0.07005,0.16317,0.04180,0.04813,0.06411,0.07490,0.08323,0.09953,0.09333,0.07986,0.10084"
turnover_z_20d,low,0.8,2.0,0.07974131099085914,0.0374611813496283,0.1674993385275141,0,"0.03746,0.06477,0.16750,0.03850,0.04351,0.07632,0.07241,0.08329,0.09906,0.09336,0.08075,0.09996"
intraday_mean_5d,high,1.2,1.0,0.07973311429561873,0.03791356516139375,0.1643520573252271,0,"0.03791,0.06247,0.16435,0.04110,0.04128,0.07946,0.07294,0.08152,0.09493,0.09416,0.08469,0.10198"
drawdown_20d,high,1.2,1.0,0.07972483870997006,0.037545208345192996,0.15237752269603708,0,"0.03755,0.06541,0.15238,0.04521,0.04340,0.07865,0.07430,0.08380,0.09587,0.09565,0.08227,0.10222"
obv_20d,high,1.2,2.0,0.07972234076716467,0.037321489958835344,0.1598593305081967,0,"0.03732,0.06434,0.15986,0.04093,0.04643,0.07867,0.07278,0.08410,0.09486,0.09345,0.08121,0.10272"
downside_vol_20d,low,1.2,0.5,0.07970686464857593,0.03663929819102178,0.16293306153784914,0,"0.03664,0.06818,0.16293,0.04346,0.04335,0.07617,0.07290,0.08219,0.09655,0.09267,0.08012,0.10133"
price_volume_corr_20d,high,1.2,2.0,0.07970210461335543,0.03938243030904634,0.15023032554493845,0,"0.03938,0.07029,0.15023,0.04090,0.04252,0.07881,0.07403,0.08461,0.09741,0.09462,0.08211,0.10152"
price_volume_corr_20d,high,2.0,1.0,0.0796976763382359,0.0402896374167718,0.14563865803108927,0,"0.04029,0.07057,0.14564,0.04198,0.04219,0.07910,0.07446,0.08505,0.09614,0.09506,0.08354,0.10234"
close_location_ma5,high,2.0,1.0,0.0796909685192134,0.03779581765750056,0.16416360927387952,0,"0.03780,0.06124,0.16416,0.03836,0.04452,0.07782,0.07360,0.08277,0.09644,0.09598,0.08078,0.10282"
turnover_z_20d,low,1.2,0.5,0.07967396843965298,0.03650771586044924,0.16468770177437475,0,"0.03776,0.06784,0.16469,0.03651,0.04410,0.07425,0.07266,0.08310,0.09888,0.09396,0.08085,0.10149"
ret_20d,high,1.2,2.0,0.0796517752444028,0.037746872603565296,0.15855861000328367,0,"0.03775,0.06286,0.15856,0.04030,0.04264,0.07938,0.07499,0.08486,0.09490,0.09700,0.08047,0.10213"
intraday_mean_5d,high,1.2,2.0,0.07963915400208842,0.03798868702058783,0.16131072843090485,0,"0.03799,0.06558,0.16131,0.04125,0.04084,0.07926,0.07290,0.08167,0.09418,0.09376,0.08456,0.10236"
ret_5d,low,1.2,2.0,0.07962017432394843,0.03787358928765571,0.16661466053698673,0,"0.03787,0.07037,0.16661,0.04031,0.05067,0.06175,0.07556,0.08216,0.09786,0.09372,0.07970,0.09885"
close_location_ma5,high,1.2,2.0,0.07961211949818393,0.0375620200461958,0.16373918946348723,0,"0.03786,0.06342,0.16374,0.03756,0.04389,0.07664,0.07350,0.08207,0.09707,0.09465,0.08227,0.10268"
amount_z_20d,low,1.2,0.5,0.07960170146524033,0.035685695063868504,0.16403441510355268,0,"0.03764,0.06819,0.16403,0.03569,0.04439,0.07382,0.07272,0.08314,0.09914,0.09410,0.08084,0.10152"
residual_ret_20d,high,1.2,2.0,0.07959781205572934,0.0368747198037963,0.15818647643321207,0,"0.03687,0.06261,0.15819,0.04041,0.04271,0.07934,0.07336,0.08558,0.09577,0.09729,0.08090,0.10214"
trend_efficiency_20d,high,0.8,0.5,0.07957586535239232,0.036418159365862963,0.16587724465464815,0,"0.03642,0.06108,0.16588,0.04191,0.04638,0.07762,0.07259,0.08143,0.09649,0.09137,0.08081,0.10292"
drawdown_20d,high,1.2,0.5,0.07956732606307391,0.03719603465871236,0.15133464720550954,0,"0.03720,0.06636,0.15133,0.04444,0.04426,0.07902,0.07459,0.08320,0.09656,0.09485,0.08134,0.10167"
vol_20d,low,2.0,0.5,0.07953448005651277,0.03552709137672672,0.16315927400988736,0,"0.03553,0.06468,0.16316,0.04593,0.04458,0.07314,0.07266,0.08245,0.09810,0.09212,0.08109,0.10098"
ret_20d,high,2.0,1.0,0.07952816475342807,0.039037736300372716,0.15870325097428514,0,"0.03904,0.06196,0.15870,0.04051,0.04166,0.07942,0.07497,0.08634,0.09369,0.09632,0.08050,0.10122"
intraday_mean_5d,high,2.0,0.5,0.07950924064216831,0.037380817902230884,0.16573933242123642,0,"0.03738,0.05866,0.16574,0.04104,0.04185,0.07959,0.07320,0.08147,0.09458,0.09445,0.08464,0.10151"
ret_5d,low,1.2,1.0,0.07947654992814764,0.03793012422794786,0.16348650030445014,0,"0.03793,0.07032,0.16349,0.04084,0.04971,0.06165,0.07568,0.08303,0.09869,0.09333,0.07950,0.09954"
drawdown_20d,high,2.0,2.0,0.07945703938020063,0.037906154199964584,0.15140143711591345,0,"0.03791,0.06516,0.15140,0.04765,0.04137,0.07598,0.07371,0.08475,0.09255,0.09700,0.08424,0.10177"
market_corr_60d,low,1.2,0.5,0.0794392852305321,0.03734569371595448,0.15890943092314072,0,"0.03735,0.06541,0.15891,0.04069,0.04497,0.07763,0.07423,0.08149,0.09800,0.09268,0.07959,0.10233"
trend_quality_20d,high,2.0,2.0,0.07941239628667214,0.037625571564772135,0.15869123564845963,0,"0.03763,0.06277,0.15869,0.04224,0.04122,0.07902,0.07383,0.08541,0.09477,0.09626,0.07936,0.10176"
market_corr_60d,low,0.8,1.0,0.07937982512563665,0.03737249880088681,0.15888190416509013,0,"0.03737,0.06559,0.15888,0.04063,0.04459,0.07741,0.07434,0.08141,0.09772,0.09248,0.08005,0.10210"
market_corr_60d,low,0.8,2.0,0.07937952741898781,0.037552944531582616,0.15973892130160489,0,"0.03755,0.06618,0.15974,0.04059,0.04406,0.07698,0.07423,0.08141,0.09721,0.09224,0.08058,0.10179"
residual_ret_20d,high,2.0,1.0,0.07935638331824506,0.037025649088881174,0.15739486210009795,0,"0.03703,0.06188,0.15739,0.04059,0.04178,0.07943,0.07324,0.08670,0.09512,0.09685,0.08089,0.10137"
downside_vol_20d,low,2.0,1.0,0.07934859173214788,0.03605501506490466,0.1635136667925761,0,"0.03606,0.06725,0.16351,0.04320,0.04161,0.07481,0.07289,0.08189,0.09660,0.09317,0.07969,0.10150"
turnover_z_20d,low,1.2,1.0,0.07933257131764215,0.03628113363381639,0.1654445169290626,0,"0.03760,0.06602,0.16544,0.03628,0.04340,0.07376,0.07247,0.08380,0.09862,0.09381,0.08050,0.10030"
amount_z_20d,low,1.2,2.0,0.07932552321210039,0.037180553265958316,0.16690312807298466,0,"0.03718,0.06409,0.16690,0.03731,0.04318,0.07556,0.07232,0.08354,0.09913,0.09316,0.08053,0.09900"
trend_efficiency_20d,high,0.8,2.0,0.07930501618496255,0.03664783552626483,0.16267663099493934,0,"0.03665,0.06337,0.16268,0.04268,0.04686,0.07599,0.07294,0.08183,0.09339,0.09270,0.08000,0.10259"
trend_efficiency_20d,high,0.8,1.0,0.07930421607462017,0.036251315213150316,0.1640158261214127,0,"0.03625,0.06104,0.16402,0.04241,0.04680,0.07696,0.07265,0.08161,0.09471,0.09201,0.08041,0.10278"
turnover_z_20d,low,1.2,2.0,0.07929517056338388,0.03733053058164714,0.16709636134392658,0,"0.03733,0.06343,0.16710,0.03735,0.04279,0.07559,0.07224,0.08392,0.09882,0.09320,0.08048,0.09930"
amount_z_20d,low,1.2,1.0,0.07929115824054113,0.03576280527791024,0.16450975563557144,0,"0.03743,0.06659,0.16451,0.03576,0.04378,0.07355,0.07256,0.08375,0.09900,0.09393,0.08046,0.10018"
obv_20d,high,2.0,1.0,0.07927332647930697,0.03714012371029214,0.15917327118908342,0,"0.03714,0.06205,0.15917,0.04095,0.04664,0.07874,0.07278,0.08364,0.09347,0.09205,0.08195,0.10269"
ret_5d,low,2.0,0.5,0.07924828530724037,0.03795292955973982,0.160928870962519,0,"0.03795,0.07041,0.16093,0.04216,0.04893,0.05887,0.07561,0.08392,0.09951,0.09328,0.07917,0.10025"
turnover_z_20d,low,2.0,0.5,0.07923363835969566,0.0351766581444716,0.16324322250730433,0,"0.03770,0.06760,0.16324,0.03518,0.04370,0.07291,0.07259,0.08351,0.09864,0.09405,0.08067,0.10101"
amount_z_20d,low,2.0,0.5,0.0791778741623917,0.03472943230739441,0.16233425795051248,0,"0.03755,0.06805,0.16233,0.03473,0.04409,0.07229,0.07267,0.08357,0.09898,0.09418,0.08065,0.10104"
trend_efficiency_20d,high,1.2,0.5,0.07914353478268903,0.03602713336949558,0.16504605076402706,0,"0.03603,0.05881,0.16505,0.04215,0.04665,0.07751,0.07247,0.08129,0.09560,0.09064,0.08064,0.10288"
downside_vol_20d,low,2.0,0.5,0.07911375293541804,0.036215736806987614,0.15998489923973824,0,"0.03622,0.06816,0.15998,0.04427,0.04284,0.07550,0.07289,0.08236,0.09509,0.09212,0.07951,0.10044"
close_location_ma5,high,2.0,2.0,0.0791053759494187,0.03676486437621926,0.1627802571972739,0,"0.03777,0.06196,0.16278,0.03676,0.04322,0.07611,0.07381,0.08222,0.09561,0.09512,0.08145,0.10245"
obv_20d,high,2.0,2.0,0.07906926991711423,0.03722623538454645,0.15622661107602778,0,"0.03723,0.06221,0.15623,0.04091,0.04689,0.07854,0.07271,0.08487,0.09226,0.09336,0.08110,0.10251"
drawdown_20d,high,2.0,1.0,0.0790412175329049,0.03729694089103136,0.14422252896151763,0,"0.03730,0.06444,0.14422,0.04652,0.04278,0.07871,0.07506,0.08459,0.09384,0.09668,0.08265,0.10170"
intraday_mean_5d,high,2.0,1.0,0.07902944950751563,0.037863647284772574,0.163195218137178,0,"0.03786,0.05939,0.16320,0.04113,0.03993,0.07958,0.07296,0.08139,0.09231,0.09437,0.08486,0.10137"
price_volume_corr_20d,high,2.0,2.0,0.07899592824610362,0.040151434857784066,0.1410755835547895,0,"0.04015,0.07084,0.14108,0.04087,0.04104,0.07890,0.07459,0.08587,0.09622,0.09505,0.08248,0.10089"
ret_20d,high,2.0,2.0,0.07895119002140284,0.037903901330797955,0.1541138102995033,0,"0.03790,0.06063,0.15411,0.04011,0.04137,0.07949,0.07554,0.08622,0.09219,0.09815,0.08015,0.10154"
market_corr_60d,low,2.0,0.5,0.07894604039820373,0.037145198556721874,0.15579730066691275,0,"0.03715,0.06428,0.15580,0.04060,0.04483,0.07753,0.07463,0.08141,0.09752,0.09252,0.07898,0.10211"
ret_5d,low,2.0,2.0,0.0789033006524222,0.0378462975437792,0.16550157200722762,0,"0.03785,0.07089,0.16550,0.03989,0.05314,0.05395,0.07555,0.08239,0.09768,0.09374,0.07864,0.09762"
residual_ret_20d,high,2.0,2.0,0.0788758753095343,0.0364801149249953,0.1534951773471016,0,"0.03648,0.06031,0.15350,0.04025,0.04146,0.07950,0.07351,0.08703,0.09362,0.09857,0.08073,0.10156"
drawdown_20d,high,2.0,0.5,0.0788708739342948,0.03685995645337226,0.14394541906828887,0,"0.03686,0.06561,0.14395,0.04541,0.04395,0.07900,0.07528,0.08364,0.09513,0.09538,0.08131,0.10094"
market_corr_60d,low,1.2,2.0,0.07883814911227538,0.037378353873007,0.1572401999650279,0,"0.03738,0.06504,0.15724,0.04044,0.04361,0.07657,0.07479,0.08126,0.09626,0.09195,0.08026,0.10126"
market_corr_60d,low,1.2,1.0,0.07882329700833478,0.03716945055895545,0.15539680837558412,0,"0.03717,0.06438,0.15540,0.04052,0.04433,0.07722,0.07483,0.08129,0.09709,0.09231,0.07957,0.10177"
intraday_mean_5d,high,2.0,2.0,0.07880240123755694,0.03798746923760553,0.1590198454186463,0,"0.03799,0.06365,0.15902,0.04134,0.03898,0.07931,0.07289,0.08159,0.09087,0.09385,0.08425,0.10190"
trend_efficiency_20d,high,1.2,1.0,0.07870979985664729,0.03573219726084955,0.16238369100123354,0,"0.03573,0.05839,0.16238,0.04282,0.04723,0.07660,0.07254,0.08152,0.09313,0.09141,0.08009,0.10269"
ret_5d,low,2.0,1.0,0.0786958095310851,0.03791636498177206,0.1607827277439329,0,"0.03792,0.07078,0.16078,0.04075,0.05127,0.05440,0.07573,0.08375,0.09838,0.09332,0.07847,0.09879"
amount_z_20d,low,2.0,2.0,0.07866730404577167,0.03513694428109638,0.1660374098451293,0,"0.03695,0.06280,0.16604,0.03514,0.04220,0.07419,0.07211,0.08448,0.09886,0.09289,0.08007,0.09829"
trend_efficiency_20d,high,1.2,2.0,0.07866646817911717,0.03620542389050471,0.16031660381889853,0,"0.03621,0.06144,0.16032,0.04324,0.04735,0.07529,0.07295,0.08184,0.09118,0.09228,0.07949,0.10241"
turnover_z_20d,low,2.0,1.0,0.07866404274207829,0.03422304690250875,0.16400860293246045,0,"0.03750,0.06516,0.16401,0.03422,0.04269,0.07178,0.07234,0.08460,0.09820,0.09386,0.08014,0.09948"
amount_z_20d,low,2.0,1.0,0.07865728620408578,0.034223852073869646,0.16255637897147024,0,"0.03728,0.06591,0.16256,0.03422,0.04320,0.07144,0.07246,0.08457,0.09873,0.09399,0.08007,0.09946"
turnover_z_20d,low,2.0,2.0,0.07862814431399982,0.03524610968513127,0.16637344678824836,0,"0.03714,0.06176,0.16637,0.03525,0.04165,0.07424,0.07200,0.08498,0.09837,0.09292,0.08000,0.09884"
trend_efficiency_20d,high,2.0,0.5,0.07854368606818693,0.035486671738988465,0.16391473273346951,0,"0.03549,0.05572,0.16391,0.04246,0.04700,0.07733,0.07227,0.08107,0.09442,0.08962,0.08041,0.10282"
market_corr_60d,low,2.0,1.0,0.07813776333435285,0.03688506784622875,0.15194478461919286,0,"0.03689,0.06246,0.15194,0.04037,0.04398,0.07692,0.07557,0.08112,0.09618,0.09209,0.07885,0.10130"
market_corr_60d,low,2.0,2.0,0.07811242543113019,0.037117729348789055,0.15491782708594892,0,"0.03712,0.06298,0.15492,0.04023,0.04295,0.07603,0.07575,0.08103,0.09468,0.09153,0.07975,0.10039"
trend_efficiency_20d,high,2.0,1.0,0.07784710452381612,0.034940728883821465,0.15993425770225558,0,"0.03494,0.05474,0.15993,0.04337,0.04783,0.07612,0.07233,0.08136,0.09086,0.09048,0.07963,0.10257"
trend_efficiency_20d,high,2.0,2.0,0.0777312641236622,0.035446790938832316,0.1563422530819583,0,"0.03545,0.05855,0.15634,0.04406,0.04811,0.07434,0.07298,0.08187,0.08866,0.09186,0.07841,0.10214"
