k_sim,top_n,power,max_weight,penalty,mean_excess,min_excess,max_excess,neg_windows,vals,choices
12,2,6,0.08,0.5,0.0058111855998976975,-0.04518554985715529,0.06477996152272728,3,"0.01191,0.01007,-0.04519,0.01785,-0.02104,0.01621,0.00954,0.00256,0.01782,-0.02686,0.06478,0.01208",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
20,1,4,0.08,0.25,0.005761912011916129,-0.04574129451800102,0.050399590679578866,4,"0.03414,0.00838,-0.04574,0.01626,-0.03162,0.02192,0.01142,-0.02739,0.00959,-0.02843,0.05019,0.05040",ret_1d:high / ret_1d:high / ret_1d:high / drawdown_20d:low / overnight_vol_20d:low / ret_1d:high / ret_1d:high / ret_1d:high / intraday_mean_20d:low / obv_20d:high / ret_1d:high / ret_1d:high
20,2,6,0.1,0.5,0.005726141617749379,-0.03991407436285393,0.06212418730741343,5,"0.02975,0.00909,-0.03991,0.00652,-0.03333,0.03368,0.02103,-0.00036,-0.01035,-0.02672,0.06212,0.01720",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
12,2,4,0.1,0.5,0.00572433209971298,-0.05090558882040716,0.0638786138728269,3,"0.00994,0.00750,-0.05091,0.01716,-0.02248,0.02781,0.01532,0.01107,0.01846,-0.04165,0.06388,0.01260",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
20,2,4,0.1,0.25,0.005643599466050842,-0.05080480046491617,0.06680694808355786,5,"-0.00284,0.01072,-0.05080,0.01548,-0.03189,0.02553,0.02223,-0.03723,0.01846,-0.01421,0.06681,0.04548",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / drawdown_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
12,3,6,0.1,0.5,0.005603974823894818,-0.054959746355198354,0.06735451128988085,4,"0.00458,0.00909,-0.05496,0.01581,-0.02566,0.03027,0.03587,-0.00918,0.01325,-0.03771,0.06735,0.01852",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_1d:high / vol_ratio_5_20:low|overnight_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|intraday_mean_20d:low|vol_ratio_5_20:low / ret_1d:high|gap_mean_20d:high|ret_3d:high / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high
30,3,4,0.1,0.25,0.005569748120874556,-0.041825311647212246,0.06641440171357493,4,"-0.02448,0.01153,-0.04183,0.00253,-0.01848,0.01586,0.01634,-0.03723,0.01883,0.03438,0.06641,0.02298",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|ret_15d:low / ret_1d:high|amount_z_20d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_3d:high|gap_mean_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low|ret_15d:low / ret_1d:high|vol_ratio_5_20:low|drawdown_20d:low / vol_ratio_5_20:low|gap_mean_20d:high|intraday_mean_20d:low / overnight_vol_20d:low|ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high / ret_1d:high|gap_mean_20d:high|amount_z_20d:high
20,2,4,0.06,0.25,0.005438547262410681,-0.045393966400310244,0.045964376178330296,5,"0.00186,0.00899,-0.04539,0.01911,-0.03173,-0.00382,0.02101,-0.00692,0.02459,-0.00439,0.04596,0.03598",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / drawdown_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
12,3,4,0.1,0.5,0.005433542160269287,-0.05090558882040716,0.06555219426479589,4,"0.00994,0.00750,-0.05091,0.01569,-0.02248,0.02463,0.03314,-0.00838,0.01289,-0.04165,0.06555,0.01929",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_1d:high / vol_ratio_5_20:low|overnight_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|intraday_mean_20d:low|vol_ratio_5_20:low / ret_1d:high|gap_mean_20d:high|ret_3d:high / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high
12,2,6,0.1,0.5,0.005377609910625045,-0.054959746355198354,0.06852750984636963,3,"0.00458,0.00909,-0.05496,0.01560,-0.02566,0.03138,0.01577,0.00919,0.01677,-0.03771,0.06853,0.01194",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
20,2,6,0.06,0.25,0.00537004177257453,-0.04516443913195556,0.0453296758042958,5,"0.00285,0.00814,-0.04516,0.01841,-0.03082,-0.00650,0.01909,-0.00399,0.02488,-0.00442,0.04533,0.03663",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / drawdown_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
999,2,6,0.06,0.25,0.005351628840520063,-0.03868986319189406,0.03922464563220848,5,"0.03252,-0.00626,-0.03869,-0.02650,-0.02722,0.01653,0.02640,-0.00550,0.01325,0.02552,0.01495,0.03922",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
12,2,4,0.08,0.5,0.005344453241676868,-0.04574129451800102,0.06233097099207267,3,"0.01069,0.00838,-0.04574,0.01783,-0.02050,0.01650,0.01076,0.00288,0.01887,-0.02843,0.06233,0.01056",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
20,1,6,0.06,0.5,0.005244102881939762,-0.03868986319189406,0.03974937366114509,4,"0.02748,0.01055,-0.03869,0.01554,-0.00995,0.00345,0.00656,-0.00399,0.01187,-0.03079,0.03975,0.03115",ret_1d:high / ret_1d:high / ret_1d:high / drawdown_20d:low / vol_ratio_5_20:low / ret_1d:high / ret_1d:high / ret_1d:high / intraday_mean_20d:low / obv_20d:high / ret_1d:high / ret_1d:high
20,2,4,0.1,0.5,0.005164928323342258,-0.04075506268211681,0.0616965666566457,5,"0.02830,0.00750,-0.04076,0.00755,-0.03272,0.02907,0.02223,-0.00246,-0.01190,-0.02419,0.06170,0.01765",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
20,3,6,0.1,0.25,0.005121840907971025,-0.04190079834849472,0.0749978079816442,5,"-0.01177,0.01393,-0.02056,0.02025,-0.03147,0.02672,0.01340,-0.04190,0.01325,-0.01881,0.07500,0.02342",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
20,1,4,0.06,0.5,0.005096474899976218,-0.038013742708319524,0.03803593946290043,4,"0.02788,0.01097,-0.03801,0.01593,-0.01104,0.00529,0.00710,-0.00692,0.01081,-0.03030,0.03804,0.03143",ret_1d:high / ret_1d:high / ret_1d:high / drawdown_20d:low / vol_ratio_5_20:low / ret_1d:high / ret_1d:high / ret_1d:high / intraday_mean_20d:low / obv_20d:high / ret_1d:high / ret_1d:high
12,1,6,0.06,0.25,0.004972449224657927,-0.03868986319189406,0.03974937366114509,4,"0.02748,0.01055,-0.03869,0.03457,-0.03224,0.00345,0.00656,-0.00399,0.01187,-0.03079,0.03975,0.03115",ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / overnight_vol_20d:low / ret_1d:high / ret_1d:high / ret_1d:high / intraday_mean_20d:low / obv_20d:high / ret_1d:high / ret_1d:high
20,3,6,0.06,0.25,0.0049476210307207134,-0.03205487523907726,0.03771453695555825,4,"0.00046,0.00814,-0.03205,0.01872,-0.03082,0.00981,0.02739,-0.00399,0.00838,-0.00475,0.03771,0.02036",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
12,1,4,0.06,0.25,0.004803276032565043,-0.038013742708319524,0.03803593946290043,4,"0.02788,0.01097,-0.03801,0.03360,-0.03224,0.00529,0.00710,-0.00692,0.01081,-0.03030,0.03804,0.03143",ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / overnight_vol_20d:low / ret_1d:high / ret_1d:high / ret_1d:high / intraday_mean_20d:low / obv_20d:high / ret_1d:high / ret_1d:high
20,3,4,0.06,0.25,0.0047122902018479395,-0.03226275916527489,0.03869116078164727,4,"0.00030,0.00899,-0.03226,0.01893,-0.03173,0.00933,0.02611,-0.00692,0.00891,-0.00484,0.03869,0.02102",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
20,2,6,0.08,0.5,0.004613839804688112,-0.034704573299833244,0.046494686356521105,5,"0.03699,0.01007,-0.03470,0.00613,-0.03271,0.01506,0.02549,-0.00422,-0.00947,-0.01811,0.04649,0.01436",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
12,3,4,0.08,0.5,0.004572630006196941,-0.04574129451800102,0.048212073436911085,4,"0.01069,0.00838,-0.04574,0.01811,-0.02050,0.01650,0.03210,-0.01378,0.01188,-0.02843,0.04821,0.01745",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_1d:high / vol_ratio_5_20:low|overnight_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|intraday_mean_20d:low|vol_ratio_5_20:low / ret_1d:high|gap_mean_20d:high|ret_3d:high / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high
12,3,6,0.08,0.5,0.004548034719305017,-0.04518554985715529,0.04299367695104579,4,"0.01191,0.01007,-0.04519,0.01960,-0.02104,0.01736,0.03203,-0.01629,0.01142,-0.02686,0.04299,0.01858",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_1d:high / vol_ratio_5_20:low|overnight_vol_20d:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|intraday_mean_20d:low|vol_ratio_5_20:low / ret_1d:high|gap_mean_20d:high|ret_3d:high / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|amount_z_20d:high|ret_3d:high
12,2,6,0.06,0.5,0.0044797390641803155,-0.03868986319189406,0.05096260721751937,5,"0.02400,0.01055,-0.03869,0.01925,-0.00995,-0.00350,0.00632,-0.00550,0.02488,-0.03079,0.05096,0.00624",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
20,3,4,0.1,0.25,0.004270461963468887,-0.03723439431057446,0.06653611448537773,5,"-0.01188,0.01072,-0.02376,0.01987,-0.03189,0.02557,0.01272,-0.03723,0.01289,-0.01655,0.06654,0.02426",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
20,3,4,0.08,0.25,0.004242014971150142,-0.031765270269241266,0.05859731152488419,5,"-0.00991,0.01195,-0.02615,0.01901,-0.03177,0.01489,0.02227,-0.02739,0.01188,-0.01371,0.05860,0.02123",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
20,2,4,0.08,0.5,0.004214508762106856,-0.03877000635752089,0.048572106919260435,5,"0.03414,0.00838,-0.03877,0.00645,-0.03239,0.01693,0.02397,-0.00507,-0.00947,-0.01724,0.04857,0.01507",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_15d:low / ret_1d:high|ret_15d:low / drawdown_20d:low|gap_mean_20d:high / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|vol_ratio_5_20:low / ret_1d:high|vol_ratio_5_20:low / intraday_mean_20d:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low / ret_1d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high
12,2,4,0.06,0.5,0.004192752987718008,-0.038013742708319524,0.04919535548602751,5,"0.01931,0.01097,-0.03801,0.01962,-0.01104,-0.00280,0.00592,-0.00376,0.02459,-0.03030,0.04920,0.00663",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_15d:low / overnight_vol_20d:low|vol_ratio_5_20:low / vol_ratio_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_3d:high / ret_1d:high|intraday_mean_20d:low / ret_1d:high|gap_mean_20d:high / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|amount_z_20d:high
12,2,6,0.06,0.25,0.003885393138663207,-0.03868986319189406,0.049236276086821316,6,"-0.00118,0.01301,-0.03869,0.02777,-0.03056,-0.00571,0.01719,-0.00399,0.01187,-0.02710,0.04924,0.03477",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|amount_z_20d:high / overnight_vol_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|overnight_vol_20d:low / ret_1d:high|ret_15d:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
12,3,6,0.06,0.25,0.003653679859837968,-0.03868986319189406,0.03457150119600039,5,"-0.00406,0.01301,-0.03869,0.02657,-0.03056,0.00388,0.03457,-0.00399,0.01187,-0.02016,0.03423,0.01717",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|amount_z_20d:high / ret_1d:high|amount_z_20d:high|ret_15d:low / overnight_vol_20d:low|ret_1d:high|vol_ratio_5_20:low / overnight_vol_20d:low|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|ret_3d:high|ret_15d:low / ret_1d:high|overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_15d:low|drawdown_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|drawdown_20d:low / obv_20d:high|vol_ratio_5_20:low|ret_1d:high / ret_1d:high|ret_3d:high|obv_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
12,2,4,0.06,0.25,0.0036126925840369536,-0.038013742708319524,0.048736277793816826,6,"-0.00071,0.01193,-0.03801,0.02757,-0.03124,-0.00310,0.01651,-0.00692,0.01081,-0.02780,0.04874,0.03557",ret_1d:high|amount_z_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|amount_z_20d:high / overnight_vol_20d:low|ret_1d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|overnight_vol_20d:low / ret_1d:high|ret_15d:low / intraday_mean_20d:low|vol_ratio_5_20:low / obv_20d:high|vol_ratio_5_20:low / ret_1d:high|ret_3d:high / ret_1d:high|ret_3d:high
999,1,4,0.06,0.5,0.003414141994237034,-0.03949067154177974,0.029389461482378056,5,"0.02758,-0.00315,0.02939,-0.03949,-0.01017,-0.01948,0.00054,0.00601,0.02077,0.01339,0.02187,-0.00629",gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high / gap_mean_20d:high
20,3,6,0.08,0.25,0.0033929792433486233,-0.03249701241028086,0.058597296712834396,5,"-0.01448,0.01219,-0.02617,0.01947,-0.03250,0.01333,0.02147,-0.02924,0.01142,-0.01347,0.05860,0.02009",ret_1d:high|amount_z_20d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|ret_15d:low|amount_z_20d:high / drawdown_20d:low|ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low|ret_3d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|vol_ratio_5_20:low|gap_mean_20d:high / ret_1d:high|vol_ratio_5_20:low|overnight_vol_20d:low / intraday_mean_20d:low|vol_ratio_5_20:low|overnight_vol_20d:low / obv_20d:high|overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_3d:high|amount_z_20d:high / ret_1d:high|ret_3d:high|amount_z_20d:high
